Key,English,Korean,Portuguese
ITEM_DESCRIPTION_10554000,Ring with intricate decorations,세공이 많이 들어간 장식이 돋보이는 반지,Anel com decorações intrincadas
ITEM_DESCRIPTION_100000,Treasure box,보물상자,Baú do Tesouro
ITEM_DESCRIPTION_301000,An treasure that the player must collect for to return to Midgard.,플레이어가 미드가르드로 되돌아가기 위해 모아야 하는 것.,Um tesouro que o jogador deve coletar para retornar a Midgard.
ITEM_DESCRIPTION_302000,It is too hard to eat raw. I think I should cook it somehow.,생으로 먹으니 너무 딱딱하다. 어떻게든 요리해 먹어야 할 것 같다.,Muito dura para comer crua.Devo de alguma maneira cozinhar.
ITEM_DESCRIPTION_302001,The fish that the monster dropped. Is there any way to eat more delicious?,몬스터가 떨어뜨린 생선. 좀 더 맛있게 먹을 수 있는 방법은 없을까.,O peixe que o monstro deixou caír. Existe alguma forma de comer mais deliciosamente ?
ITEM_DESCRIPTION_302002,The iron cans were picked up in the dungeon. I smell fish.,던전에서 주은 철로 된 깡통. 생선 냄새가 난다.,As latas foram recolhidas na masmorra. Eu cheiro peixe.
ITEM_DESCRIPTION_302003,It's too difficult to eat raw. I think I should cook it somehow.,생으로 먹기에는 너무 비리다. 어떻게든 요리해 먹어야 할 것 같다.,é difícil comer isto crú. Acho que deveriamos cozinhá-lo.
ITEM_DESCRIPTION_302004,I should use it to cook something.,그냥 먹으면 너무 짜서 큰일난다. 뭔가와 함께 조리하는 데 써야 할 것 같다.,Deveria utilizá-lo para cozinhar alguma coisa.
ITEM_DESCRIPTION_302005,I cannot drink it raw. I think I should use it to cook something.,그냥 마시면 느끼해서 견딜 수 없다. 뭔가와 함께 조리하는 데 써야 할 것 같다.,Não consigo bebê-lo. Acho que deveria cozinhá-lo.
ITEM_DESCRIPTION_302006,A fragrant plant leaf. It can remove strong smells from meat.,향긋한 향이 좋은 풀잎. 고기 잡내를 제거하는 데에는 그만이다.,Uma folha aromática. Esta consegue remover o cheiro intenso da carne.
ITEM_DESCRIPTION_302007,The meat the enemy dropped. It does not look tasty.,적과 싸워 얻은 무언가의 고기. 별로 품질이 좋아보이지는 않는다.,A carne que caíu do inimigo. Não parece ser deliciosa.
ITEM_DESCRIPTION_302008,The meat the enemy dropped. It might be delicious when cooked properly.,적과 싸워 얻은 무언가의 고기. 적당히 요리해 먹으면 맛있을 것 같다.,A carne que o inimigo derrubou. Pode ser delicioso quando cozido adequadamente.
ITEM_DESCRIPTION_302009,The meat the enemy dropped. I think I can make better dishes than just with rice.,적과 싸워 얻은 무언가의 고기. 밥과 같이 요리하기보다는 좀 더 좋은 요리를 만들 수 있을 것 같다.,The meat the enemy dropped. I think I can make better dishes than just with rice.
ITEM_DESCRIPTION_303000,Material used to make equipment. I cannot wear it because it has a lot of rust.,장비 제작에 사용되는 재료. 녹이 많이 슬어 있어 그냥은 착용할 수 없다.,Material used to make equipment. I cannot wear it because it has a lot of rust.
ITEM_DESCRIPTION_303001,Material used to make equipment. I think I can create a usable weapon from it.,장비 제작에 사용되는 재료. 조금 낡았지만 괜찮은 무기를 만들 수 있을 것 같다.,Material used to make equipment. I think I can create a usable weapon from it.
ITEM_DESCRIPTION_303002,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303003,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303004,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303100,Material used in production. It is too old and can not be worn.,제작에 사용되는 재료. 너무 많이 낡아 그냥은 착용할 수 없다.,Material used in production. It is too old and can not be worn.
ITEM_DESCRIPTION_303101,Material used to make equipment. I think I can create a usable armor from it.,장비 제작에 사용되는 재료. 조금 낡았지만 괜찮은 방어구를 만들 수 있을 것 같다.,Material used to make equipment. I think I can create a usable armor from it.
ITEM_DESCRIPTION_303102,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303103,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303104,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303200,Material used in production. It is too old and can not be worn.,제작에 사용되는 재료. 너무 많이 낡아 그냥은 착용할 수 없다.,Material used in production. It is too old and can not be worn.
ITEM_DESCRIPTION_303201,Material used to make equipment. I think I can create a usable armor from it.,장비 제작에 사용되는 재료. 조금 낡았지만 괜찮은 방어구를 만들 수 있을 것 같다.,Material used to make equipment. I think I can create a usable armor from it.
ITEM_DESCRIPTION_303202,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303203,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303204,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303300,Material used in production. It is too old and can not be worn.,제작에 사용되는 재료. 너무 많이 낡아 그냥은 착용할 수 없다.,Material used in production. It is too old and can not be worn.
ITEM_DESCRIPTION_303301,Material used to make equipment. I think I can create a usable accessories from it.,장비 제작에 사용되는 재료. 조금 낡았지만 괜찮은 장신구를 만들 수 있을 것 같다.,Material used to make equipment. I think I can create a usable accessories from it.
ITEM_DESCRIPTION_303302,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303303,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303304,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303400,Material used in production. It is too old and can not be worn.,제작에 사용되는 재료. 너무 많이 낡아 그냥은 착용할 수 없다.,Material used in production. It is too old and can not be worn.
ITEM_DESCRIPTION_303401,Material used to make equipment. I think I can create a usable accessories from it.,장비 제작에 사용되는 재료. 조금 낡았지만 괜찮은 장신구를 만들 수 있을 것 같다.,Material used to make equipment. I think I can create a usable accessories from it.
ITEM_DESCRIPTION_303402,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303403,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_303404,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.,장비 제작에 사용되는 재료. 영험한 기운이 서려있는 느낌이다. 잠재된 힘을 깨워보고 싶다.,Material used to make equipment. I can feel the spiritual energy. I want to wake up its latent power.
ITEM_DESCRIPTION_304000,The magic power of the monster in the forest is condensed.,숲 속 몬스터의 마력이 응축된 정수.,The magic power of the monster in the forest is condensed.
ITEM_DESCRIPTION_304002,The magic power of the monster in the forest is condensed.,숲 속 몬스터의 마력이 응축된 정수.,The magic power of the monster in the forest is condensed.
ITEM_DESCRIPTION_304001,The magic power of the monster in the forest is condensed.,숲 속 몬스터의 마력이 응축된 정수.,The magic power of the monster in the forest is condensed.
ITEM_DESCRIPTION_304003,The magic power of the monster in the forest is condensed.,숲 속 몬스터의 마력이 응축된 정수.,The magic power of the monster in the forest is condensed.
ITEM_DESCRIPTION_305000,A마력으로 빙하의 빛깔을 뽑아내어 만든 푸른 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,마력으로 빙하의 빛깔을 뽑아내어 만든 푸른 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,A마력으로 빙하의 빛깔을 뽑아내어 만든 푸른 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.
ITEM_DESCRIPTION_305001,A무스펠헤임의 뜨거운 용암으로 만든 붉은 빛의 염료. 만지면 용암의 기운이 남아 있어 따뜻하다. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,무스펠헤임의 뜨거운 용암으로 만든 붉은 빛의 염료. 만지면 용암의 기운이 남아 있어 따뜻하다. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,A무스펠헤임의 뜨거운 용암으로 만든 붉은 빛의 염료. 만지면 용암의 기운이 남아 있어 따뜻하다. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.
ITEM_DESCRIPTION_305002,A숲 속의 요정들이 나무의 정기로 만든 녹색 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,숲 속의 요정들이 나무의 정기로 만든 녹색 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.,A숲 속의 요정들이 나무의 정기로 만든 녹색 빛의 염료. 이 신비한 염료는 옷이 아니라 몸을 물들게 한다.
ITEM_DESCRIPTION_305003,A노란색 염료,노란색 염료,A노란색 염료
ITEM_DESCRIPTION_305004,A잿빛 염료,잿빛 염료,A잿빛 염료
ITEM_DESCRIPTION_306000,Seed shell (Water),물의 씨앗 껍질,Seed shell (Water)
ITEM_DESCRIPTION_306001,Mysterious leaves (Water),물의 수상한 떡잎,Mysterious leaves (Water)
ITEM_DESCRIPTION_306002,Bunch of leaves (Water),물의 잎사귀 다발,Bunch of leaves (Water)
ITEM_DESCRIPTION_306003,Shining buds (Water),물의 빛나는 꽃봉오리,Shining buds (Water)
ITEM_DESCRIPTION_306004,Stiff stems (Water),물의 뻣뻣한 줄기,Stiff stems (Water)
ITEM_DESCRIPTION_306005,Squashy fruit (Water),물의 물컹한 열매,Squashy fruit (Water)
ITEM_DESCRIPTION_306006,Withering bouquet (Water),물의 시든 꽃다발,Withering bouquet (Water)
ITEM_DESCRIPTION_306007,Watery fruit (Water),물의 열매알,Watery fruit (Water)
ITEM_DESCRIPTION_306008,Stream (Water),물의 나무줄기,Stream (Water)
ITEM_DESCRIPTION_306009,Gravel (Land),대지의 하찮은 자갈,Gravel (Land)
ITEM_DESCRIPTION_306010,Stone blade (Land),대지의 돌날,Stone blade (Land)
ITEM_DESCRIPTION_306011,Bandana (Land),대지의 두건,Bandana (Land)
ITEM_DESCRIPTION_306012,Fox tail (Land),대지의 여우 꼬리,Fox tail (Land)
ITEM_DESCRIPTION_306013,Knife Point (Land),대지의 칼자루,Knife Point (Land)
ITEM_DESCRIPTION_306014,Large blade (Land),대지의 큰 칼날,Large blade (Land)
ITEM_DESCRIPTION_306015,Broken staff (Land),대지의 부러진 지팡이,Broken staff (Land)
ITEM_DESCRIPTION_306016,Broken staff (Land),대지의 부러진 지팡이,Broken staff (Land)
ITEM_DESCRIPTION_306017,Piece of cape (Land),대지의 망토 조각,Piece of cape (Land)
ITEM_DESCRIPTION_306018,Mana bead (Land),대지의 마력 구슬,Mana bead (Land)
ITEM_DESCRIPTION_306019,Fox skin (Land),대지의 여우 가죽,Fox skin (Land)
ITEM_DESCRIPTION_306020,Fox fangs (Land),대지의 여우 송곳니,Fox fangs (Land)
ITEM_DESCRIPTION_306021,Edge of spear (Land),대지의 창 날,Edge of spear (Land)
ITEM_DESCRIPTION_306022,Strap (Land),대지의 견장,Strap (Land)
ITEM_DESCRIPTION_306023,Wooden blunt (Fire),화염의 나무둔기,Wooden blunt (Fire)
ITEM_DESCRIPTION_306024,Small helm (Fire),화염의 작은 투구,Small helm (Fire)
ITEM_DESCRIPTION_306025,Wild boar horns (Fire),화염의 멧돼지뿔,Wild boar horns (Fire)
ITEM_DESCRIPTION_306026,Waist bag (Fire),화염의 허리가방,Waist bag (Fire)
ITEM_DESCRIPTION_306027,Blunt slice (Fire),화염의 둔기 조각,Blunt slice (Fire)
ITEM_DESCRIPTION_306028,White coat (Fire),화염의 하얀 털다발,White coat (Fire)
ITEM_DESCRIPTION_306029,Large wild bear horns (Fire),화염의 큰 멧돼지뿔,Large wild bear horns (Fire)
ITEM_DESCRIPTION_306030,Heavy rope (Fire),화염의 무거운 견장,Heavy rope (Fire)
ITEM_DESCRIPTION_306031,Heated chain (Fire),화염의 달궈진 쇠사슬,Heated chain (Fire)
ITEM_DESCRIPTION_306032,Broken wand (Fire),화염의 부러진 지팡이,Broken wand (Fire)
ITEM_DESCRIPTION_306033,Serimnir’s Ax (Fire),화염의 제림니르 도끼,Serimnir’s Ax (Fire)
ITEM_DESCRIPTION_306034,Serimnir's Mace (Fire),화염의 제림니르 철퇴,Serimnir's Mace (Fire)
ITEM_DESCRIPTION_306035,A lump of sticky sap. It is used for crafting item.,수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306036,A lump of sticky sap. It is used for crafting item.,화염의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306037,A lump of sticky sap. It is used for crafting item.,바람의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306038,A lump of sticky sap. It is used for crafting item.,대지의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306039,A lump of sticky sap. It is used for crafting item.,물의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306040,A lump of sticky sap. It is used for crafting item.,수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306041,A lump of sticky sap. It is used for crafting item.,화염의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306042,A lump of sticky sap. It is used for crafting item.,바람의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306043,A lump of sticky sap. It is used for crafting item.,대지의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306044,A lump of sticky sap. It is used for crafting item.,물의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306045,A lump of sticky sap. It is used for crafting item.,수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306046,A lump of sticky sap. It is used for crafting item.,화염의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306047,A lump of sticky sap. It is used for crafting item.,바람의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306048,A lump of sticky sap. It is used for crafting item.,대지의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306049,A lump of sticky sap. It is used for crafting item.,물의 수액 덩어리,A lump of sticky sap. It is used for crafting item.
ITEM_DESCRIPTION_306050,Ghostly Helm,유령의 투구,Ghostly Helm
ITEM_DESCRIPTION_306051,Ghostly Piece of Sword,유령의 검 조각,Ghostly Piece of Sword
ITEM_DESCRIPTION_306052,Ghost Sculpture,유령의 혼,Ghost Sculpture
ITEM_DESCRIPTION_306053,Fenrir’s Claw,펜리르의 발톱,Fenrir’s Claw
ITEM_DESCRIPTION_306054,Fenrir’s Golden Shackles,펜리르의 황금 족쇄,Fenrir’s Golden Shackles
ITEM_DESCRIPTION_306055,Fenrir’s Mane,펜리르의 갈기,Fenrir’s Mane
ITEM_DESCRIPTION_400000,An hourglass elaborately made of precious materials. Let's get it to Deberg. He may make the item faster.,귀한 재료로 정교하게 만들어진 모래시계. 드베르그에게 갖다줘보자. 제작하는 데 시간이 오래 걸리는 아이템을 그가 좀 더 빨리 만들어 줄지도 모른다.,
ITEM_DESCRIPTION_500000,Mana potion made by Idun for warriors. This can be used to restore your AP even before the goddess's protection is full.,전투에 지친 전사들을 위해 젊음의 신 이둔이 만들어준 포션. 이것을 사용하면 여신의 가호가 가득 차기 전에도 행동력을 회복시킬 수 있다. 프레이야 몰래 사용하도록 하자.,
ITEM_DESCRIPTION_600000,Chest,상자,Chest
ITEM_DESCRIPTION_40100000,Asgard's finest warrior escorting Odin. Comforting the souls of battle-weary warriors[comma] they lead them to Valhalla. They have the power to decide the lives and deaths of warriors[comma] while punishing those who disobey Odin with a cold blade. It is said that places where the sword of Valkyrie passes by is dyed black with aurora.,오딘을 호위하는 아스가르드의 최고의 전사. 전투에 지친 전사들의 영혼을 위로하여 발할라로 인도한다. 발키리는 오딘을 거역하는 자들을 차가운 칼날로 잠재울 뿐 아니라[comma] 전사들의 생사를 결정할 힘을 가지고 있다. 발키리의 검이 지나가는 곳은 오로라 빛으로 검게 물든다고 한다.,Asgard's finest warrior escorting Odin. Comforting the souls of battle-weary warriors[comma] they lead them to Valhalla. They have the power to decide the lives and deaths of warriors[comma] while punishing those who disobey Odin with a cold blade. It is said that places where the sword of Valkyrie passes by is dyed black with aurora.
ITEM_DESCRIPTION_40100001,A warrior who is praised as the strongest on earth in Midgard. No one knows his real name[comma] but he[comma] with his long hair of subtle silver hair[comma] is called the lion of dawn in the world. With one stroke of his customized blade[comma] the ground and the sky will tremble. He doesn't know that Valkyrie is peeping for a chance to bring his soul to Valhalla.,미드가르드에서 최강의 전사로 칭송받는 이. 그의 본명은 아무도 모르지만[comma] 은발의 긴 머리를 가진 그를 사람들은 새벽의 사자라 부른다. 그가 갖고 있는 육중한 검을 한 번 휘두르면 땅과 하늘이 울릴 정도이다. 발키리가 자신의 영혼을 발할라로 데려올 기회를 엿보고 있다는 사실을 그는 모르고 있다.,A warrior who is praised as the strongest on earth in Midgard. No one knows his real name[comma] but he[comma] with his long hair of subtle silver hair[comma] is called the lion of dawn in the world. With one stroke of his customized blade[comma] the ground and the sky will tremble. He doesn't know that Valkyrie is peeping for a chance to bring his soul to Valhalla.
ITEM_DESCRIPTION_40100002,Hell's shadow[comma] the God of Hell. Passing by the Yiping River in Yotunheim[comma] by an unknown force[comma] her reflection in the river became a shadow soul and wandered around the nine worlds. Because she is such a powerful shadow of God[comma] the power of attack she wields is beyond imagination. Especially[comma] when angravated[comma] she summons his brother Fenrir to decimate the surrounding area.,지옥의 신[comma] 헬라의 환영. 요툰헤임의 이핑그 강 옆을 지나다 알 수 없는 힘에 의해 강물에 비친 그녀의 모습이 환영이 되어 아홉 세계를 떠돌기 시작했다. 워낙 강력한 신의 환영이기에[comma] 그가 휘두르는 공격의 힘은 상상을 초월한다. 그가 분노하기 시작하면[comma] 동생 펜리르의 환영을 소환하여 주변을 초토화 시킨다.,Hell's shadow[comma] the God of Hell. Passing by the Yiping River in Yotunheim[comma] by an unknown force[comma] her reflection in the river became a shadow soul and wandered around the nine worlds. Because she is such a powerful shadow of God[comma] the power of attack she wields is beyond imagination. Especially[comma] when angravated[comma] she summons his brother Fenrir to decimate the surrounding area.
ITEM_DESCRIPTION_40200001,Brown Hair,갈색 머리카락,Brown Hair
ITEM_DESCRIPTION_40200002,Blue Hair,파란색 머리카락,Blue Hair
ITEM_DESCRIPTION_40200003,Green Hair,초록색 머리카락,Green Hair
ITEM_DESCRIPTION_40200004,Red Hair,빨간색 머리카락,Red Hair
ITEM_DESCRIPTION_40200005,White Hair,흰색 머리카락,White Hair
ITEM_DESCRIPTION_40200006,Yellow Hair,노란색 머리카락,Yellow Hair
ITEM_DESCRIPTION_40300001,Brown Ear,갈색 귀,Brown Ear
ITEM_DESCRIPTION_40300002,Black Ear,검은색 귀,Black Ear
ITEM_DESCRIPTION_40300003,Brown Leopard Ear,갈색 표범 무늬 귀,Brown Leopard Ear
ITEM_DESCRIPTION_40300004,Gray Leopard Ear,회색 표범 무늬 귀,Gray Leopard Ear
ITEM_DESCRIPTION_40300005,White Ear,흰색 귀,White Ear
ITEM_DESCRIPTION_40300006,Dark Red Ear,검붉은색 귀,Dark Red Ear
ITEM_DESCRIPTION_40300007,Brown White Ear,흰털 갈색 귀,Brown White Ear
ITEM_DESCRIPTION_40300008,Blue White Ear,흰털 파란색 귀,Blue White Ear
ITEM_DESCRIPTION_40300009,Gray White Ear,흰털 회색 귀,Gray White Ear
ITEM_DESCRIPTION_40300010,Blue White Ghost Ear,흰털 파란 유령귀,Blue White Ghost Ear
ITEM_DESCRIPTION_40400001,Red Eye,빨간색 눈,Red Eye
ITEM_DESCRIPTION_40400002,Blue Eye,파란색 눈,Blue Eye
ITEM_DESCRIPTION_40400003,Green Eye,초록색 눈,Green Eye
ITEM_DESCRIPTION_40400004,Violet Eye,보라색 눈,Violet Eye
ITEM_DESCRIPTION_40400005,White Eye,흰색 눈,White Eye
ITEM_DESCRIPTION_40400006,Yellow Eye,노란색 눈,Yellow Eye
ITEM_DESCRIPTION_40500001,Tail,꼬리,Tail
ITEM_DESCRIPTION_40500002,Black And White Tail,검흰색 꼬리,Black And White Tail
ITEM_DESCRIPTION_40500003,Brown Tail 무늬 꼬리,갈색 표범 무늬 꼬리,Brown Tail 무늬 꼬리
ITEM_DESCRIPTION_40500004,Gray Tail 무늬 꼬리,회색 표범 무늬 꼬리,Gray Tail 무늬 꼬리
ITEM_DESCRIPTION_40500005,White Tail,흰색 꼬리,White Tail
ITEM_DESCRIPTION_40500006,Black Tail,검은색 꼬리,Black Tail
ITEM_DESCRIPTION_40500007,Red Tail,빨간색 꼬리,Red Tail
ITEM_DESCRIPTION_40500008,Blue Tail,파란색 꼬리,Blue Tail
ITEM_DESCRIPTION_40500009,Gray Tail,회색 꼬리,Gray Tail
ITEM_DESCRIPTION_40500010,Blue Ghost Tail,파란 유령 꼬리,Blue Ghost Tail
ITEM_DESCRIPTION_49900001,The proud title given only to those who arrive first in the world. There will always be a glorious title on your head.,이 세계에 먼저 도착한 자들에게만 선사되는 자랑스러운 칭호. 당신의 머리 위에는 언제나 영광스러운 칭호가 따라다닐 것입니다.,The proud title given only to those who arrive first in the world. There will always be a glorious title on your head.
